"TRIP_ID","LATITUDE","LONGITUDE"
"T161","41.1463545454545","-8.60623636363636"
"T162","41.1592","-8.631"
"T163","41.1493","-8.6178"
"T164","41.158233","-8.631405"
"T166","41.1534","-8.63753333333333"
"T167","41.1583","-8.589"
"T168","41.1587178571429","-8.59714285714286"
"T169","41.1698363636364","-8.60558181818182"
"T170","41.1511","-8.631"
"T171","41.1592","-8.649"
"T172","41.1502","-8.619"
"T173","41.1640956043956","-8.6366043956044"
"T174","41.1958328317373","-8.69271874145007"
"T175","41.1592","-8.664"
"T176","41.158791","-8.604594"
"T177","41.1502","-8.625"
"T178","41.1770676470588","-8.67282352941176"
"T179","41.1534625","-8.5905"
"T180","41.14345","-8.61"
"T181","41.1595046153846","-8.60572615384615"
"T182","41.161113","-8.604099"
"T183","41.178096","-8.614116"
"T184","41.1514058823529","-8.63198039215686"
"T185","41.1772","-8.673"
"T186","41.1592","-8.649"
"T187","41.1511","-8.589"
"T188","41.1530846153846","-8.59146153846154"
"T189","41.1412","-8.607"
"T190","41.1544857142857","-8.62442857142857"
"T191","41.1457","-8.613"
"T192","41.1455392857143","-8.61921428571429"
"T193","41.147289","-8.608266"
"T194","41.1442","-8.611"
"T195","41.1457","-8.613"
"T196","41.1412","-8.607"
"T197","41.1675929411765","-8.62116941176471"
"T198","41.1592","-8.631"
"T199","41.1637","-8.589"
"T200","41.1592","-8.649"
"T201","41.1457","-8.619"
"T202","41.1479090909091","-8.61201818181818"
"T203","41.1817","-8.595"
"T204","41.155443","-8.611911"
"T205","41.1637","-8.59735714285714"
"T206","41.1827878947368","-8.60259789473684"
"T207","41.1479105263158","-8.61415789473684"
"T208","41.23965262484","-8.67238244853738"
"T209","41.1592","-8.631"
"T210","41.1772","-8.655"
"T211","41.16145","-8.6159"
"T212","41.1502","-8.589"
"T213","41.0743428571429","-8.62564285714286"
"T214","41.1547","-8.64166666666667"
"T215","41.1502","-8.613"
"T216","41.1502","-8.589"
"T217","41.1582861538461","-8.63160923076923"
"T218","41.1488842105263","-8.61724561403509"
"T219","41.1502","-8.627"
"T220","41.1973443812233","-8.6416600284495"
"T221","41.1472","-8.614"
"T222","41.1416772727273","-8.60945454545455"
"T223","41.1592","-8.649"
"T224","41.1649303030303","-8.61315757575758"
"T225","41.1538233766234","-8.63822077922078"
"T226","41.1592","-8.631"
"T227","41.146","-8.6098"
"T228","41.1559967346939","-8.60099510204082"
"T229","41.2402","-8.673"
"T230","41.1685136833046","-8.6592082616179"
"T231","41.1484272727273","-8.60945454545455"
"T232","41.144913","-8.607069"
"T233","41.1643428571429","-8.60271428571428"
"T234","41.1592","-8.631"
"T235","41.15155","-8.6706"
"T236","41.146767","-8.609499"
"T237","41.1574","-8.6118"
"T238","41.1256107142857","-8.59971428571429"
"T239","41.176825","-8.63933333333333"
"T240","41.1512","-8.65383333333333"
"T241","41.138325","-8.61083333333333"
"T242","41.15605","-8.61"
"T243","41.1589","-8.6242"
"T244","41.1772","-8.673"
"T245","41.1595214285714","-8.59242857142857"
"T246","41.1590285714286","-8.64768571428571"
"T247","41.1686285714286","-8.67271428571429"
"T248","41.15695","-8.64"
"T249","41.1577","-8.629"
"T250","41.1637","-8.589"
"T251","41.1637","-8.607"
"T252","41.158","-8.6358"
"T253","41.1627763157895","-8.59181052631579"
"T254","41.147433","-8.608707"
"T255","41.1298428571429","-8.61585714285714"
"T256","41.1457","-8.613"
"T257","41.1439","-8.609"
"T258","41.148999","-8.607717"
"T259","41.145975","-8.613648"
"T260","41.2112363636364","-8.65958181818182"
"T261","41.0333483516484","-8.63798901098901"
"T262","41.1768785714286","-8.60292857142857"
"T263","41.1517","-8.611"
"T264","41.1457","-8.613"
"T265","41.155614","-8.678106"
"T266","41.149845","-8.613756"
"T267","41.1487","-8.601"
"T268","41.15845","-8.63"
"T269","41.1367","-8.613"
"T270","41.16145","-8.64816666666666"
"T271","41.1412","-8.607"
"T272","41.1772","-8.691"
"T273","41.15245","-8.606"
"T274","41.1592","-8.631"
"T275","41.1592","-8.631"
"T276","41.1667535714286","-8.65114285714286"
"T277","41.1772","-8.6847"
"T278","41.1412","-8.607"
"T279","41.148126","-8.61282"
"T280","41.1481","-8.60762857142857"
"T281","41.14975","-8.613"
"T282","41.1412","-8.607"
"T283","41.1487","-8.601"
"T284","41.1457","-8.613"
"T285","41.1817","-8.607"
"T286","41.1295","-8.5968"
"T287","41.178051","-8.687394"
"T288","41.1502","-8.589"
"T289","41.173452","-8.647641"
"T290","41.152","-8.61"
"T291","41.1547","-8.605"
"T292","41.1707714285714","-8.59628571428571"
"T293","41.1451375","-8.6126"
"T294","41.1484","-8.5998"
"T295","41.1412","-8.607"
"T296","41.15695","-8.64"
"T297","41.16295","-8.607"
"T298","41.16445","-8.626"
"T299","41.2387","-8.671"
"T300","41.2037909090909","-8.64918181818182"
"T301","41.2329205882353","-8.66492647058824"
"T302","41.1448428571429","-8.60757142857143"
"T303","41.172084","-8.612685"
"T304","41.1592","-8.649"
"T305","41.1497714285714","-8.62271428571429"
"T306","41.1592","-8.631"
"T307","41.1556705882353","-8.61056862745098"
"T308","41.170825","-8.559"
"T309","41.155524","-8.589123"
"T310","41.1547","-8.679"
"T311","41.1559857142857","-8.59028571428571"
"T312","41.17","-8.645"
"T313","41.176","-8.669"
"T314","41.161","-8.6088"
"T315","41.152","-8.6232"
"T316","41.1502","-8.5902"
"T317","41.1328","-8.627"
"T318","41.15545","-8.674"
"T319","41.1668764705882","-8.66783823529412"
"T320","41.1502","-8.589"
"T321","41.1412","-8.607"
"T322","41.2136090909091","-8.6442"
"T323","41.1563363636364","-8.589"
"T324","41.1457","-8.619"
"T325","41.1457","-8.619"
"T326","41.1637","-8.589"
"T327","41.2177","-8.573"
